customer_id,age,income,region,account_type,loan_type,account_open_date,balance,days_past_due,monthly_payment,credit_limit,status,bucket,risk_flag,risk_catagory,vintage_days,utilization
404,24,158282,West,Loan,Personal Loan,2017-04-12,678690,20,13973,163663,Delinquent,0-30,good,low,3300,4.146874980905886
405,58,84563,West,Savings,Mortgage,2018-02-16,310406,0,17390,240596,Current,Current,good,low,2990,1.2901544497830388
406,26,56312,West,Credit Card,Mortgage,2017-01-05,377195,35,20674,259171,Delinquent,30-60,good,medium,3397,1.455390456493975
407,23,110576,East,Savings,Auto Loan,2021-02-23,473831,0,13457,220029,Current,Current,good,low,1887,2.153493403142313
408,47,116494,West,Loan,Auto Loan,2019-11-20,310890,20,40346,90256,Delinquent,0-30,good,low,2348,3.444535543343379
409,60,25779,West,Savings,Credit Card,2017-06-10,186468,120,41777,479851,Charged-off,90+,bad,High,3241,0.3885956265590777
410,40,168895,East,Current,Auto Loan,2017-04-18,317135,50,41426,488655,Delinquent,30-60,good,medium,3294,0.6489957127216543
411,38,73149,West,Savings,Personal Loan,2021-02-03,571059,20,1950,443050,Delinquent,0-30,good,low,1907,1.288926757702291
412,40,157229,South,Current,Credit Card,2023-03-15,143271,0,37689,52636,Current,Current,good,low,1137,2.72192035868987
413,50,127980,West,Current,Mortgage,2021-04-09,470142,35,33954,457711,Delinquent,30-60,good,medium,1842,1.027159058882133
414,30,94436,North,Current,Credit Card,2018-07-06,147926,35,47290,244270,Delinquent,30-60,good,medium,2850,0.6055839849347034
415,43,115168,West,Loan,Auto Loan,2022-06-09,74042,10,3980,220986,Delinquent,0-30,good,low,1416,0.3350528992786873
416,23,159322,West,Loan,Personal Loan,2023-08-04,494318,10,6276,464862,Delinquent,0-30,good,low,995,1.06336504166828
417,29,98167,South,Current,Credit Card,2020-08-13,359311,0,9965,317204,Current,Current,good,low,2081,1.1327442276894364
418,39,186916,East,Loan,Auto Loan,2020-10-26,498551,120,7002,265698,Charged-off,90+,bad,High,2007,1.876382208371911
419,56,132346,North,Credit Card,Personal Loan,2019-09-12,78525,0,36402,341088,Current,Current,good,low,2417,0.2302191809738249
420,60,34367,East,Credit Card,Credit Card,2023-04-21,37876,0,24398,454483,Current,Current,good,low,1100,0.0833386507306103
421,47,40976,South,Credit Card,Mortgage,2023-08-20,699311,0,41262,402215,Current,Current,good,low,979,1.7386497271359844
422,62,197554,North,Loan,Auto Loan,2023-12-21,735467,20,23010,300683,Delinquent,0-30,good,low,856,2.4459879673942324
423,48,147328,South,Current,Auto Loan,2017-02-02,28534,0,1898,221779,Current,Current,good,low,3369,0.1286596115953268
424,63,155326,West,Credit Card,Mortgage,2021-03-29,507651,0,26845,428599,Current,Current,good,low,1853,1.184442800846479
425,28,98727,West,Current,Personal Loan,2020-09-03,320403,10,29640,402012,Delinquent,0-30,good,low,2060,0.7969985970568043
426,62,126749,East,Credit Card,Mortgage,2017-07-09,373242,35,32326,241753,Delinquent,30-60,good,medium,3212,1.5438981108817678
427,28,114761,South,Savings,Mortgage,2024-08-09,382067,0,21240,436446,Current,Current,good,low,624,0.8754049756441805
428,38,139744,East,Current,Auto Loan,2017-04-07,208047,20,31884,260018,Delinquent,0-30,good,low,3305,0.8001253759355121
429,41,64667,North,Current,Auto Loan,2025-03-09,170130,10,8375,159747,Delinquent,0-30,good,low,412,1.0649965257563525
430,33,192663,North,Credit Card,Credit Card,2022-08-21,735346,50,24358,104481,Delinquent,30-60,good,medium,1343,7.038083479292886
431,47,108586,West,Current,Auto Loan,2023-04-04,103722,0,27359,152460,Current,Current,good,low,1117,0.6803227075954349
432,60,135413,North,Savings,Personal Loan,2023-05-28,333162,50,14418,273952,Delinquent,30-60,good,medium,1063,1.2161327531830393
433,36,41888,South,Current,Mortgage,2024-05-16,741514,20,2728,275304,Delinquent,0-30,good,low,709,2.6934370731990818
434,60,177504,West,Current,Credit Card,2020-05-13,649004,0,16506,212117,Current,Current,good,low,2173,3.0596510416421125
435,29,190168,South,Credit Card,Credit Card,2018-04-26,455198,0,30638,378834,Current,Current,good,low,2921,1.201576416055581
436,47,55361,West,Current,Personal Loan,2024-07-01,116732,35,34395,40919,Delinquent,30-60,good,medium,663,2.852757887533909
437,37,58451,South,Loan,Mortgage,2024-11-21,765832,0,44284,458598,Current,Current,good,low,520,1.669941866296844
438,23,113228,North,Savings,Auto Loan,2022-04-16,611158,70,32706,328900,Charged-off,60-90,bad,High,1470,1.8581878990574645
439,24,75499,East,Loan,Personal Loan,2019-01-16,132619,35,48244,395724,Delinquent,30-60,good,medium,2656,0.3351300401289788
440,60,131426,West,Savings,Auto Loan,2019-04-22,260038,35,31047,91617,Delinquent,30-60,good,medium,2560,2.8383160330506345
441,21,111963,North,Loan,Credit Card,2020-01-08,672826,35,7141,73969,Delinquent,30-60,good,medium,2299,9.096053752247563
442,34,128986,East,Savings,Auto Loan,2024-02-14,110287,95,30935,225910,Charged-off,90+,bad,High,801,0.4881899871630295
443,28,92181,South,Loan,Mortgage,2018-11-10,20093,0,49896,105596,Current,Current,good,low,2723,0.1902818288571536
444,27,175325,North,Current,Credit Card,2021-02-06,263324,20,39108,283952,Delinquent,0-30,good,low,1904,0.9273539189722206
445,50,187676,North,Current,Personal Loan,2017-03-12,765216,50,27241,238635,Delinquent,30-60,good,medium,3331,3.2066377522157268
446,45,183520,North,Current,Auto Loan,2017-12-23,524046,0,47699,205204,Current,Current,good,low,3045,2.5537806280579325
447,59,136662,West,Savings,Credit Card,2018-02-28,730435,10,24602,234133,Delinquent,0-30,good,low,2978,3.1197439062413244
448,36,156747,North,Savings,Personal Loan,2018-07-25,287870,0,20878,45519,Current,Current,good,low,2831,6.324172323645072
449,31,117620,North,Current,Credit Card,2019-11-16,202838,10,47972,186490,Delinquent,0-30,good,low,2352,1.0876615368116254
450,45,89219,North,Savings,Personal Loan,2017-06-15,762526,0,5151,90881,Current,Current,good,low,3236,8.390378626995743
451,53,189041,West,Loan,Mortgage,2017-12-08,302051,70,41550,76370,Charged-off,60-90,bad,High,3060,3.95510017022391
452,41,160544,West,Credit Card,Credit Card,2022-10-26,459363,0,33381,362782,Current,Current,good,low,1277,1.2662232415059185
453,30,29556,South,Credit Card,Auto Loan,2018-03-03,657235,10,18241,140121,Delinquent,0-30,good,low,2975,4.690481797874694
454,29,114922,South,Savings,Credit Card,2022-04-02,50356,10,27522,127772,Delinquent,0-30,good,low,1484,0.3941082553298062
455,21,37597,South,Savings,Credit Card,2017-06-26,638962,70,17235,343373,Charged-off,60-90,bad,High,3225,1.860839378751387
456,54,53241,North,Savings,Credit Card,2024-09-15,717527,35,34909,499331,Delinquent,30-60,good,medium,587,1.43697667479087
457,51,145042,South,Savings,Credit Card,2019-01-28,279607,20,36961,372975,Delinquent,0-30,good,low,2644,0.7496668677525303
458,41,40985,West,Loan,Mortgage,2020-01-08,311191,0,18012,342901,Current,Current,good,low,2299,0.9075243291795592
459,44,105109,East,Savings,Mortgage,2017-12-18,669663,0,37592,313186,Current,Current,good,low,3050,2.1382277624159447
460,39,195810,South,Current,Credit Card,2022-01-23,86967,0,26291,40559,Current,Current,good,low,1553,2.1442096698636552
461,41,87461,East,Savings,Personal Loan,2021-09-07,700474,50,37674,490325,Delinquent,30-60,good,medium,1691,1.4285912405037475
462,45,140347,East,Current,Credit Card,2019-03-15,572806,0,9967,259943,Current,Current,good,low,2598,2.2035830932165896
463,40,103988,South,Loan,Personal Loan,2023-03-23,579494,50,17126,138949,Delinquent,30-60,good,medium,1129,4.170551785187371
464,46,123305,South,Savings,Auto Loan,2022-07-31,647997,70,14152,334843,Charged-off,60-90,bad,High,1364,1.9352263598163917
465,27,99236,East,Loan,Mortgage,2018-01-06,69131,10,15835,208217,Delinquent,0-30,good,low,3031,0.3320141967274526
466,23,44638,East,Current,Personal Loan,2024-12-12,359835,95,39921,215996,Charged-off,90+,bad,High,499,1.665933628400526
467,60,126958,East,Savings,Auto Loan,2024-12-27,703345,20,45424,37099,Delinquent,0-30,good,low,484,18.95859726677269
468,28,139170,East,Loan,Auto Loan,2023-07-29,494424,120,25662,82757,Charged-off,90+,bad,High,1001,5.974406998803727
469,50,70697,North,Loan,Auto Loan,2021-12-21,354861,50,29844,152045,Delinquent,30-60,good,medium,1586,2.333920878687231
470,31,80508,North,Savings,Auto Loan,2017-03-25,755194,0,18466,375127,Current,Current,good,low,3318,2.0131688734748496
471,28,164491,West,Savings,Personal Loan,2024-12-18,327538,0,8928,294008,Current,Current,good,low,493,1.1140445157954886
472,57,38375,West,Credit Card,Personal Loan,2017-08-26,791096,95,27620,190171,Charged-off,90+,bad,High,3164,4.159919230587208
473,37,117917,North,Loan,Personal Loan,2024-08-06,77566,20,30135,229952,Delinquent,0-30,good,low,627,0.337313874199833
474,28,179474,East,Loan,Personal Loan,2023-02-12,592200,0,8037,282457,Current,Current,good,low,1168,2.0966023146886075
475,64,127664,West,Loan,Credit Card,2017-09-19,255575,50,49389,208029,Delinquent,30-60,good,medium,3140,1.2285546726658303
476,50,122775,East,Savings,Personal Loan,2023-07-17,204866,70,41933,293196,Charged-off,60-90,bad,High,1013,0.6987339527142253
477,63,192386,North,Loan,Mortgage,2022-12-08,377723,0,22492,176177,Current,Current,good,low,1234,2.143997230058407
478,63,77824,South,Loan,Personal Loan,2023-06-24,473570,0,39975,499032,Current,Current,good,low,1036,0.948977219897722
479,36,144578,South,Current,Mortgage,2021-03-02,306098,35,34535,166703,Delinquent,30-60,good,medium,1880,1.8361877110789848
480,24,156034,South,Savings,Credit Card,2023-11-11,395399,50,41550,268636,Delinquent,30-60,good,medium,896,1.4718764424723418
481,41,55852,West,Credit Card,Mortgage,2025-01-16,180246,0,41697,182097,Current,Current,good,low,464,0.9898350878927166
482,54,178495,West,Credit Card,Mortgage,2018-02-12,239639,35,48034,59325,Delinquent,30-60,good,medium,2994,4.039426885798568
483,60,47657,West,Credit Card,Credit Card,2019-06-03,64485,0,16975,387683,Current,Current,good,low,2518,0.1663343504873827
484,55,35714,North,Loan,Personal Loan,2024-03-09,168731,95,6232,384297,Charged-off,90+,bad,High,777,0.4390640572265721
485,33,82682,East,Savings,Credit Card,2024-06-11,266582,50,15370,212981,Delinquent,30-60,good,medium,683,1.2516703367906057
486,63,81174,South,Credit Card,Personal Loan,2024-10-14,776487,0,34557,198852,Current,Current,good,low,558,3.904848832297387
487,47,73852,West,Current,Mortgage,2021-07-03,708567,0,13212,154521,Current,Current,good,low,1757,4.585570893276642
488,28,183214,East,Credit Card,Personal Loan,2023-02-17,280922,0,37025,337352,Current,Current,good,low,1163,0.8327266475372904
489,61,64181,South,Loan,Personal Loan,2023-08-20,577008,70,47094,108442,Charged-off,60-90,bad,High,979,5.320890429907232
490,62,177436,North,Credit Card,Personal Loan,2023-02-13,265426,95,12813,262730,Charged-off,90+,bad,High,1167,1.0102614851748943
491,49,154996,East,Loan,Mortgage,2018-05-17,673787,20,4291,472742,Delinquent,0-30,good,low,2900,1.425274251071409
492,36,167981,South,Current,Mortgage,2025-01-22,743737,10,40625,401852,Delinquent,0-30,good,low,458,1.8507734190697072
493,63,167414,South,Current,Personal Loan,2023-03-23,660393,70,23786,281720,Charged-off,60-90,bad,High,1129,2.344146670452932
494,25,63495,West,Loan,Auto Loan,2022-07-22,615661,20,46856,166906,Delinquent,0-30,good,low,1373,3.688669071213737
495,57,78472,East,Savings,Auto Loan,2023-10-17,786130,0,10516,376358,Current,Current,good,low,921,2.0887824890131204
496,60,94151,East,Savings,Personal Loan,2021-10-16,766434,20,44466,206235,Delinquent,0-30,good,low,1652,3.716313913739181
497,60,75931,East,Loan,Credit Card,2024-05-08,267907,0,33283,261747,Current,Current,good,low,717,1.0235341761319137
498,62,91827,East,Credit Card,Credit Card,2020-10-19,346897,35,12945,248733,Delinquent,30-60,good,medium,2014,1.3946561172019796
499,30,154149,South,Savings,Personal Loan,2022-02-22,165838,95,34107,319973,Charged-off,90+,bad,High,1523,0.5182874805061677
500,35,50254,North,Credit Card,Mortgage,2022-11-03,506129,0,22626,200663,Current,Current,good,low,1269,2.522283629767321
501,41,161852,West,Current,Credit Card,2018-11-04,761222,0,28723,410871,Current,Current,good,low,2729,1.8527031598725636
502,54,27552,East,Credit Card,Credit Card,2022-12-12,460561,20,6487,495129,Delinquent,0-30,good,low,1230,0.930183851077194
503,42,115326,West,Current,Personal Loan,2021-10-13,85189,35,21520,143339,Delinquent,30-60,good,medium,1655,0.5943183641576961
504,42,116097,North,Current,Mortgage,2018-07-28,409030,0,32411,339272,Current,Current,good,low,2828,1.2056108373222665
505,29,194256,North,Savings,Personal Loan,2020-05-23,528347,95,27492,167473,Charged-off,90+,bad,High,2163,3.154818985746956
506,46,87050,South,Savings,Personal Loan,2022-10-02,188947,0,39487,90208,Current,Current,good,low,1301,2.094570326356864
507,33,98134,South,Loan,Mortgage,2020-07-20,613597,0,16561,435911,Current,Current,good,low,2105,1.407619904062985
508,38,187444,East,Savings,Auto Loan,2022-12-29,275935,35,3047,202520,Delinquent,30-60,good,medium,1213,1.3625074066758838
509,21,62506,North,Credit Card,Mortgage,2021-08-30,552565,50,34025,415045,Delinquent,30-60,good,medium,1699,1.3313375658061175
510,43,32286,East,Credit Card,Credit Card,2019-07-31,254629,50,30209,46769,Delinquent,30-60,good,medium,2460,5.444396929590113
511,53,162332,South,Current,Credit Card,2021-03-09,480763,10,5962,136301,Delinquent,0-30,good,low,1873,3.5272155009867867
512,51,195400,North,Credit Card,Mortgage,2023-07-11,525564,120,6844,329199,Charged-off,90+,bad,High,1019,1.5964933064802749
513,41,77585,West,Current,Personal Loan,2022-01-14,799823,20,5983,306753,Delinquent,0-30,good,low,1562,2.6073844428579345
514,43,98449,West,Credit Card,Auto Loan,2024-01-14,586850,10,37910,446877,Delinquent,0-30,good,low,832,1.3132248918606235
515,36,77225,North,Current,Auto Loan,2022-10-22,506232,50,10911,485410,Delinquent,30-60,good,medium,1281,1.042895696421582
516,47,155536,South,Current,Credit Card,2023-12-25,133140,0,2704,218338,Current,Current,good,low,852,0.6097884930703771
517,57,96235,South,Savings,Credit Card,2024-11-09,592356,0,17802,194878,Current,Current,good,low,532,3.039624790894816
518,58,55054,South,Loan,Mortgage,2018-04-20,785690,70,10353,350362,Charged-off,60-90,bad,High,2927,2.242509176223449
519,34,132868,South,Credit Card,Credit Card,2020-12-28,145483,50,23401,207459,Delinquent,30-60,good,medium,1944,0.7012614540704428
520,57,67998,South,Savings,Auto Loan,2023-05-30,384292,95,7847,177458,Charged-off,90+,bad,High,1061,2.1655377610476845
521,27,186245,West,Credit Card,Credit Card,2020-03-15,668112,10,49321,63564,Delinquent,0-30,good,low,2232,10.510855201057202
522,32,177174,South,Current,Personal Loan,2018-05-11,480139,0,29741,46453,Current,Current,good,low,2906,10.336017049490884
523,48,53429,North,Current,Personal Loan,2023-01-29,513854,95,20277,30957,Charged-off,90+,bad,High,1182,16.598959847530445
524,23,145769,West,Credit Card,Personal Loan,2021-01-12,359140,50,37068,474313,Delinquent,30-60,good,medium,1929,0.7571793309481292
525,42,183991,North,Loan,Credit Card,2023-07-23,606095,0,44766,340976,Current,Current,good,low,1007,1.7775297968185444
526,41,29683,North,Savings,Credit Card,2017-09-23,550606,0,8595,268410,Current,Current,good,low,3136,2.051361722737603
527,49,61920,East,Savings,Credit Card,2020-06-05,382530,70,11039,490223,Charged-off,60-90,bad,High,2150,0.7803183449164972
528,40,125072,East,Loan,Mortgage,2022-10-16,59786,70,26533,495665,Charged-off,60-90,bad,High,1287,0.1206177559440347
529,23,35021,North,Loan,Credit Card,2017-12-23,694406,50,8818,446091,Delinquent,30-60,good,medium,3045,1.5566465138278962
530,47,97813,South,Loan,Credit Card,2020-03-24,437281,20,43699,306756,Delinquent,0-30,good,low,2223,1.4255010496942195
531,41,35363,West,Current,Mortgage,2017-04-02,321372,0,16454,223628,Current,Current,good,low,3310,1.4370830128606435
532,61,179654,North,Savings,Mortgage,2020-04-03,766385,35,19397,485943,Delinquent,30-60,good,medium,2213,1.5771088378678155
533,53,90644,West,Loan,Personal Loan,2017-01-12,79404,0,37702,21980,Current,Current,good,low,3390,3.612556869881711
534,50,103568,East,Loan,Auto Loan,2021-03-19,123383,20,41651,118492,Delinquent,0-30,good,low,1863,1.0412770482395437
535,59,161031,West,Current,Personal Loan,2019-09-27,788019,0,41986,22256,Current,Current,good,low,2402,35.40703630481668
536,61,192968,East,Loan,Auto Loan,2020-03-13,479189,10,2564,110826,Delinquent,0-30,good,low,2234,4.323795860177214
537,29,146421,East,Credit Card,Auto Loan,2020-10-04,15386,35,37623,58611,Delinquent,30-60,good,medium,2029,0.2625104502567777
538,58,86579,East,Loan,Personal Loan,2018-05-06,669003,70,39788,151602,Charged-off,60-90,bad,High,2911,4.412890331262121
539,43,162836,South,Current,Credit Card,2020-03-24,79397,10,7244,171381,Delinquent,0-30,good,low,2223,0.4632777262356971
540,43,197168,North,Current,Personal Loan,2021-04-11,498814,0,47441,277080,Current,Current,good,low,1840,1.8002526346181609
541,21,69697,South,Credit Card,Credit Card,2022-12-27,690733,0,5406,52192,Current,Current,good,low,1215,13.234461220110362
542,41,33522,East,Savings,Mortgage,2022-02-14,280704,95,37103,78460,Charged-off,90+,bad,High,1531,3.5776701503951056
543,52,74348,East,Savings,Auto Loan,2019-10-15,656241,0,9224,403089,Current,Current,good,low,2384,1.6280300380313033
544,46,175752,West,Savings,Credit Card,2022-08-26,383098,0,44466,58595,Current,Current,good,low,1338,6.538066387917058
545,53,57232,North,Loan,Auto Loan,2017-02-26,665402,35,38441,392977,Delinquent,30-60,good,medium,3345,1.6932339551678597
546,29,106315,South,Savings,Auto Loan,2021-11-12,380622,0,9590,64949,Current,Current,good,low,1625,5.860321175075828
547,37,111775,North,Savings,Mortgage,2022-12-23,656111,35,49071,322931,Delinquent,30-60,good,medium,1219,2.031737429977301
548,26,74992,West,Credit Card,Credit Card,2022-03-07,107438,50,21471,182944,Delinquent,30-60,good,medium,1510,0.5872726080111946
549,27,75329,East,Credit Card,Personal Loan,2024-07-19,738384,120,2883,283446,Charged-off,90+,bad,High,645,2.605025295823543
550,27,34135,North,Current,Mortgage,2019-10-20,114384,10,32473,417991,Delinquent,0-30,good,low,2379,0.2736518250392951
551,57,167710,East,Credit Card,Credit Card,2021-08-23,151961,0,12310,398248,Current,Current,good,low,1706,0.3815737932142785
552,25,177766,North,Current,Personal Loan,2021-07-01,565680,50,37371,399261,Delinquent,30-60,good,medium,1759,1.4168175704614274
553,53,25851,West,Loan,Credit Card,2018-09-24,206100,50,41358,302054,Delinquent,30-60,good,medium,2770,0.6823283253987698
554,30,55427,North,Credit Card,Auto Loan,2024-04-18,207380,95,28337,421877,Charged-off,90+,bad,High,737,0.49156507702482
555,37,160672,West,Current,Mortgage,2020-01-12,29889,0,3882,131294,Current,Current,good,low,2295,0.2276493975353024
556,60,133247,North,Current,Mortgage,2017-09-25,352255,10,27690,361867,Delinquent,0-30,good,low,3134,0.9734377547552
557,48,104232,East,Current,Personal Loan,2017-05-14,225205,35,38794,97892,Delinquent,30-60,good,medium,3268,2.3005454991214807
558,42,136320,North,Current,Mortgage,2018-09-08,688447,120,19682,393783,Charged-off,90+,bad,High,2786,1.7482903020191325
559,41,59489,North,Savings,Credit Card,2019-06-07,34914,50,38901,211912,Delinquent,30-60,good,medium,2514,0.1647570689720261
560,52,166037,South,Savings,Auto Loan,2020-06-27,134963,120,24546,476879,Charged-off,90+,bad,High,2128,0.2830130913711864
561,52,74802,West,Credit Card,Credit Card,2022-03-22,380955,70,47889,242285,Charged-off,60-90,bad,High,1495,1.5723424892172442
562,56,55276,East,Current,Auto Loan,2023-06-06,632103,0,41553,282615,Current,Current,good,low,1054,2.23662225996497
563,51,31477,South,Savings,Personal Loan,2017-10-20,468999,70,19202,309115,Charged-off,60-90,bad,High,3109,1.5172314510780778
564,26,165625,North,Savings,Personal Loan,2023-02-14,59386,20,41458,392806,Delinquent,0-30,good,low,1166,0.1511840450502283
565,41,162044,East,Loan,Mortgage,2021-09-13,771716,0,30823,291761,Current,Current,good,low,1685,2.645027950959861
566,55,42852,North,Savings,Mortgage,2019-11-22,115127,0,39458,183956,Current,Current,good,low,2346,0.6258398747526582
567,34,50060,North,Current,Mortgage,2019-06-17,615249,0,21006,338308,Current,Current,good,low,2504,1.8186061222318124
568,43,188949,West,Credit Card,Auto Loan,2024-11-22,291458,0,1807,200976,Current,Current,good,low,519,1.4502129607515326
569,62,158424,East,Savings,Personal Loan,2023-04-14,205346,10,47855,455690,Delinquent,0-30,good,low,1107,0.4506265224165551
570,44,78430,North,Savings,Personal Loan,2020-07-26,234569,95,2170,217460,Charged-off,90+,bad,High,2099,1.0786765382139245
571,50,56038,North,Savings,Credit Card,2017-07-23,185090,35,19727,190117,Delinquent,30-60,good,medium,3198,0.9735583877296612
572,30,77676,East,Savings,Mortgage,2020-04-28,159878,10,47005,154421,Delinquent,0-30,good,low,2188,1.035338457852235
573,25,132554,South,Loan,Auto Loan,2021-04-01,90006,10,45086,171759,Delinquent,0-30,good,low,1850,0.5240249419244406
574,62,54066,West,Loan,Auto Loan,2021-02-27,18560,0,46267,105871,Current,Current,good,low,1883,0.1753076857685296
575,50,28715,South,Savings,Auto Loan,2017-02-06,645136,50,40177,457766,Delinquent,30-60,good,medium,3365,1.4093139289505991
576,27,54511,West,Current,Mortgage,2022-10-16,470487,0,12434,233359,Current,Current,good,low,1287,2.016151080524
577,26,195546,East,Current,Personal Loan,2022-06-23,191947,50,34969,161856,Delinquent,30-60,good,medium,1402,1.1859121688414394
578,28,89612,North,Loan,Mortgage,2017-11-20,299925,0,10768,428167,Current,Current,good,low,3078,0.7004860253125533
579,46,190055,South,Credit Card,Credit Card,2017-07-11,263608,50,26366,209984,Delinquent,30-60,good,medium,3210,1.2553718378543126
580,38,124035,West,Loan,Mortgage,2020-06-30,714102,50,45406,132988,Delinquent,30-60,good,medium,2125,5.369672451649773
581,56,107293,East,Current,Mortgage,2021-01-12,787534,0,9637,178208,Current,Current,good,low,1929,4.419184323936075
582,46,85493,West,Savings,Mortgage,2018-04-07,49357,70,18797,221880,Charged-off,60-90,bad,High,2940,0.2224490715702181
583,56,187716,East,Credit Card,Mortgage,2023-08-24,393308,0,8364,459209,Current,Current,good,low,975,0.8564901820304045
584,61,113787,South,Savings,Personal Loan,2018-05-25,128708,70,21105,302502,Charged-off,60-90,bad,High,2892,0.42547817865667
585,24,37133,East,Savings,Auto Loan,2023-04-26,402013,0,33298,390524,Current,Current,good,low,1095,1.0294194466921367
586,33,119060,West,Credit Card,Mortgage,2021-02-24,518710,120,18753,145791,Charged-off,90+,bad,High,1886,3.5579013793718404
587,44,148525,North,Current,Personal Loan,2021-08-29,562770,10,28993,131005,Delinquent,0-30,good,low,1700,4.295790237013854
588,51,44979,South,Current,Mortgage,2018-07-09,562486,120,38632,459366,Charged-off,90+,bad,High,2847,1.2244833096049772
589,42,52137,East,Credit Card,Credit Card,2024-12-29,171369,0,5444,495547,Current,Current,good,low,482,0.3458178538059962
590,60,48847,West,Credit Card,Personal Loan,2023-03-03,543937,0,44873,262054,Current,Current,good,low,1149,2.075667610492494
591,38,147286,East,Credit Card,Personal Loan,2024-02-09,687696,10,28288,131589,Delinquent,0-30,good,low,806,5.22609032669904
592,54,84283,East,Credit Card,Personal Loan,2018-06-30,309216,0,19998,311442,Current,Current,good,low,2856,0.9928526017685476
593,43,181350,West,Loan,Credit Card,2020-09-22,667977,95,1207,86883,Charged-off,90+,bad,High,2041,7.688235903456371
594,59,126103,South,Current,Mortgage,2020-07-08,230160,35,8679,99160,Delinquent,30-60,good,medium,2117,2.321097216619605
595,57,115619,West,Current,Personal Loan,2025-01-03,164588,50,7356,377010,Delinquent,30-60,good,medium,477,0.4365613644200419
596,21,182071,East,Savings,Auto Loan,2018-11-16,391427,10,1442,468398,Delinquent,0-30,good,low,2717,0.8356718004773718
597,62,71877,North,Savings,Credit Card,2019-03-30,190119,70,19523,67709,Charged-off,60-90,bad,High,2583,2.8078837377601205
598,40,35259,South,Credit Card,Personal Loan,2022-04-21,417574,10,9969,160012,Delinquent,0-30,good,low,1465,2.609641776866735
599,45,170748,South,Current,Auto Loan,2023-08-17,511718,20,11482,124337,Delinquent,0-30,good,low,982,4.115572999187692
600,26,53741,North,Credit Card,Auto Loan,2019-09-08,373957,20,29628,325678,Delinquent,0-30,good,low,2421,1.1482415146248748
601,50,114480,North,Current,Credit Card,2019-03-30,390123,0,46084,214942,Current,Current,good,low,2583,1.8150152134064077
602,40,152874,South,Credit Card,Personal Loan,2024-01-21,48743,70,34050,186394,Charged-off,60-90,bad,High,825,0.261505198665193
603,29,194875,North,Credit Card,Credit Card,2024-01-25,267202,0,3331,106067,Current,Current,good,low,821,2.519181272214732
604,38,25751,East,Savings,Auto Loan,2018-11-12,367788,35,4001,256715,Delinquent,30-60,good,medium,2721,1.4326704711450442
605,60,106469,West,Loan,Auto Loan,2018-08-07,139408,35,45057,298523,Delinquent,30-60,good,medium,2818,0.4669924930407372
606,23,43400,South,Savings,Credit Card,2017-03-22,9768,0,9182,106434,Current,Current,good,low,3321,0.0917751846214555
607,56,145313,North,Loan,Auto Loan,2021-04-29,752492,50,48618,475850,Delinquent,30-60,good,medium,1822,1.581363875170747
608,26,104760,South,Loan,Mortgage,2020-02-29,174187,70,47883,288794,Charged-off,60-90,bad,High,2247,0.6031531125992923
609,64,127120,South,Savings,Personal Loan,2022-05-18,269693,0,46631,246687,Current,Current,good,low,1438,1.093259879928817
610,58,170422,North,Current,Credit Card,2018-08-06,479435,70,41790,206005,Charged-off,60-90,bad,High,2819,2.3272978811193905
611,21,187834,South,Credit Card,Auto Loan,2023-10-13,537333,35,11550,47887,Delinquent,30-60,good,medium,925,11.22085325871322
612,39,75865,North,Credit Card,Auto Loan,2023-01-17,365378,50,20460,416773,Delinquent,30-60,good,medium,1194,0.8766834703783595
613,58,123283,West,Loan,Mortgage,2020-10-26,95819,0,8815,423970,Current,Current,good,low,2007,0.2260041984102648
614,48,163519,East,Current,Credit Card,2022-01-31,575996,0,4796,112424,Current,Current,good,low,1545,5.123425603074077
615,29,39667,West,Savings,Personal Loan,2022-07-21,358014,50,44450,171756,Delinquent,30-60,good,medium,1374,2.084433731572696
616,30,79666,South,Loan,Credit Card,2022-07-06,266791,0,28046,259435,Current,Current,good,low,1389,1.0283539229479446
617,44,64677,North,Savings,Mortgage,2019-05-22,517523,0,3989,166024,Current,Current,good,low,2530,3.1171577603238085
618,46,119056,South,Savings,Auto Loan,2019-07-11,575173,0,18166,161638,Current,Current,good,low,2480,3.5584021084151005
619,28,67761,East,Loan,Personal Loan,2017-11-26,447257,35,25543,296744,Delinquent,30-60,good,medium,3072,1.5072149731755318
620,25,185727,West,Current,Personal Loan,2023-02-25,777158,70,33379,414670,Charged-off,60-90,bad,High,1155,1.8741601755612896
621,33,135666,South,Credit Card,Personal Loan,2018-02-09,130398,0,1763,106812,Current,Current,good,low,2997,1.220817885630828
622,42,69320,West,Current,Mortgage,2021-12-07,567798,0,40440,162655,Current,Current,good,low,1600,3.4908118410131874
623,54,101940,South,Savings,Personal Loan,2021-01-15,116503,0,3604,305476,Current,Current,good,low,1926,0.3813818434181408
624,45,193644,North,Credit Card,Credit Card,2022-03-07,54522,20,11646,233710,Delinquent,0-30,good,low,1510,0.2332891189936246
625,43,59467,East,Savings,Auto Loan,2019-12-05,41572,20,7414,127414,Delinquent,0-30,good,low,2333,0.3262749776319714
626,61,198561,West,Credit Card,Credit Card,2017-08-24,130524,20,26134,479256,Delinquent,0-30,good,low,3166,0.2723471380639992
627,41,41501,East,Credit Card,Auto Loan,2020-03-23,132752,95,41629,118715,Charged-off,90+,bad,High,2224,1.1182411658172935
