customer_id,age,income,region,account_type,loan_type,account_open_date,balance,days_past_due,monthly_payment,credit_limit,status,bucket
301,37,78565,South,Credit Card,Mortgage,2017-12-06,17555,0,11759,488026,Current,Current
302,49,67059,West,Current,Mortgage,2023-10-12,682792,50,22465,370446,Delinquent,30-60
303,59,181953,South,Savings,Credit Card,2018-03-04,233335,0,25946,122253,Current,Current
304,55,120079,North,Credit Card,Personal Loan,2021-06-27,425077,0,5082,393054,Current,Current
305,28,98356,South,Loan,Auto Loan,2022-01-16,676894,95,25685,245722,Charged-off,90+
306,63,153596,East,Credit Card,Credit Card,2018-05-15,284224,0,28236,66960,Current,Current
307,58,130529,North,Savings,Auto Loan,2024-03-30,283247,0,35059,394943,Current,Current
308,35,184215,South,Credit Card,Mortgage,2022-01-25,319195,10,49781,389206,Delinquent,0-30
309,21,197207,North,Savings,Mortgage,2020-02-25,754931,0,42863,224348,Current,Current
310,53,157475,East,Savings,Credit Card,2024-07-11,100852,0,18706,495920,Current,Current
311,23,151641,South,Credit Card,Mortgage,2021-04-27,505230,0,4121,194361,Current,Current
312,59,50567,North,Credit Card,Credit Card,2025-03-14,541240,10,39584,200587,Delinquent,0-30
313,58,193042,East,Loan,Credit Card,2025-02-02,369026,0,23190,319412,Current,Current
314,35,31416,North,Credit Card,Personal Loan,2020-12-16,255963,0,17135,254490,Current,Current
315,62,97943,West,Credit Card,Personal Loan,2020-08-15,344575,0,14786,112547,Current,Current
316,38,157696,West,Current,Personal Loan,2017-05-09,185742,0,6447,310917,Current,Current
317,58,150802,East,Loan,Mortgage,2021-06-18,389997,0,39560,143314,Current,Current
318,51,186956,North,Savings,Auto Loan,2019-03-19,296911,50,47551,467612,Delinquent,30-60
319,40,124967,North,Credit Card,Auto Loan,2023-12-04,369801,20,46050,272453,Delinquent,0-30
320,27,81651,South,Credit Card,Personal Loan,2019-12-16,667097,0,33082,374461,Current,Current
321,57,105140,North,Loan,Personal Loan,2024-03-22,612471,10,1946,220352,Delinquent,0-30
322,47,190806,West,Current,Auto Loan,2019-05-10,381725,20,34892,452406,Delinquent,0-30
323,28,65669,West,Current,Mortgage,2017-03-07,523173,50,21113,275493,Delinquent,30-60
324,34,187736,East,Credit Card,Personal Loan,2018-05-07,749689,120,14726,56045,Charged-off,90+
325,35,108821,East,Loan,Mortgage,2022-07-05,789698,120,7381,378632,Charged-off,90+
326,27,137702,East,Current,Mortgage,2020-07-28,757943,0,36881,289605,Current,Current
327,53,154055,South,Current,Mortgage,2020-10-20,216371,50,44816,161734,Delinquent,30-60
328,54,122952,North,Savings,Auto Loan,2021-09-05,469230,0,12088,30947,Current,Current
329,24,52013,South,Current,Auto Loan,2019-10-07,471388,0,9303,217384,Current,Current
330,21,194971,West,Credit Card,Mortgage,2017-03-02,557707,35,20187,241192,Delinquent,30-60
331,61,131115,East,Savings,Credit Card,2024-12-13,536286,0,31244,291851,Current,Current
332,34,163802,South,Credit Card,Auto Loan,2021-10-04,777167,50,42300,181422,Delinquent,30-60
333,51,157750,West,Loan,Credit Card,2020-03-22,60123,50,26549,130014,Delinquent,30-60
334,58,114390,North,Savings,Mortgage,2024-03-07,446721,35,45289,408588,Delinquent,30-60
335,40,56059,East,Loan,Auto Loan,2022-06-06,687924,0,12337,39701,Current,Current
336,23,51208,East,Credit Card,Mortgage,2024-10-28,98496,0,5924,412878,Current,Current
337,55,120014,North,Credit Card,Auto Loan,2017-03-25,712895,35,3860,241677,Delinquent,30-60
338,53,153073,North,Current,Personal Loan,2023-08-28,380199,95,12248,212865,Charged-off,90+
339,35,172074,North,Savings,Personal Loan,2025-02-27,84818,35,3008,489594,Delinquent,30-60
340,23,99977,East,Current,Credit Card,2021-11-17,798043,0,45738,140914,Current,Current
341,48,108992,South,Credit Card,Mortgage,2019-07-01,292194,0,30249,187618,Current,Current
342,47,105859,South,Credit Card,Credit Card,2021-12-22,507828,0,9437,429722,Current,Current
343,53,178338,West,Credit Card,Mortgage,2023-05-19,439246,0,2189,107833,Current,Current
344,39,151330,West,Credit Card,Mortgage,2017-02-25,92442,120,42770,104864,Charged-off,90+
345,53,93878,West,Current,Mortgage,2021-04-10,402356,70,6083,46978,Charged-off,60-90
346,51,107179,West,Current,Personal Loan,2024-07-16,464685,0,20407,180965,Current,Current
347,24,49163,North,Credit Card,Credit Card,2020-03-23,481845,35,6675,292032,Delinquent,30-60
348,52,107027,East,Savings,Personal Loan,2024-08-09,514314,10,34690,99912,Delinquent,0-30
349,62,155968,East,Savings,Personal Loan,2017-05-01,404636,20,41086,76445,Delinquent,0-30
350,48,58407,East,Loan,Personal Loan,2018-06-15,260466,10,34315,200763,Delinquent,0-30
351,36,199521,South,Credit Card,Personal Loan,2018-01-23,184026,120,14341,272212,Charged-off,90+
352,63,97738,South,Savings,Personal Loan,2024-09-06,233914,0,6517,180103,Current,Current
353,48,135043,West,Savings,Mortgage,2024-12-15,721163,0,5464,205011,Current,Current
354,35,36380,East,Current,Personal Loan,2023-04-22,394717,70,26023,63915,Charged-off,60-90
355,42,166848,West,Current,Mortgage,2017-04-14,472111,0,33033,49184,Current,Current
356,51,53677,East,Current,Auto Loan,2024-07-10,68595,35,20929,438524,Delinquent,30-60
357,41,191495,East,Credit Card,Auto Loan,2019-06-11,153327,0,2298,189305,Current,Current
358,52,42993,South,Credit Card,Auto Loan,2022-07-12,696454,50,25311,76854,Delinquent,30-60
359,27,63242,South,Credit Card,Auto Loan,2017-02-05,308753,20,37939,111122,Delinquent,0-30
360,53,96346,East,Credit Card,Mortgage,2023-08-20,564826,0,30764,459766,Current,Current
361,28,141678,South,Credit Card,Credit Card,2024-07-10,38598,0,49955,450736,Current,Current
362,34,161694,East,Credit Card,Credit Card,2017-05-25,328821,0,8716,229686,Current,Current
363,45,29021,South,Credit Card,Personal Loan,2021-07-21,272762,50,25969,295544,Delinquent,30-60
364,52,48259,East,Current,Credit Card,2020-04-23,265354,0,37641,378055,Current,Current
365,48,35349,South,Current,Credit Card,2018-02-17,259201,0,43152,260032,Current,Current
366,22,192591,South,Loan,Personal Loan,2024-01-29,783438,0,45673,170324,Current,Current
367,37,58667,North,Current,Credit Card,2022-03-01,422194,70,44336,264530,Charged-off,60-90
368,47,144142,East,Current,Personal Loan,2018-02-08,181751,10,33775,94169,Delinquent,0-30
369,22,101558,West,Credit Card,Mortgage,2019-04-24,534949,0,35325,205779,Current,Current
370,28,80084,East,Savings,Personal Loan,2020-09-16,497270,10,20768,373749,Delinquent,0-30
371,58,99948,North,Loan,Mortgage,2018-08-21,404441,0,47733,399865,Current,Current
372,40,54021,South,Credit Card,Auto Loan,2023-06-24,482316,0,42384,164748,Current,Current
373,57,45974,North,Savings,Credit Card,2022-02-18,369071,70,1763,227012,Charged-off,60-90
374,41,141075,North,Loan,Auto Loan,2024-10-14,621915,20,8581,58508,Delinquent,0-30
375,46,182614,East,Credit Card,Mortgage,2018-04-21,540468,0,28366,104093,Current,Current
376,51,195782,North,Credit Card,Auto Loan,2018-01-19,546332,10,12077,335372,Delinquent,0-30
377,40,86659,South,Current,Credit Card,2019-09-01,692526,0,45098,254168,Current,Current
378,26,104982,West,Savings,Mortgage,2022-07-23,243018,0,34156,427124,Current,Current
379,35,143846,East,Credit Card,Auto Loan,2022-01-09,682558,0,19107,369017,Current,Current
380,21,156242,North,Savings,Mortgage,2023-10-20,765439,35,34204,377682,Delinquent,30-60
381,46,75809,South,Credit Card,Auto Loan,2018-06-07,297142,10,20894,390913,Delinquent,0-30
382,49,161625,North,Current,Mortgage,2020-12-07,311950,0,26407,105672,Current,Current
383,22,117183,West,Savings,Mortgage,2017-02-20,207552,0,46108,469593,Current,Current
384,42,185137,West,Current,Auto Loan,2019-05-08,442368,50,7179,173225,Delinquent,30-60
385,49,79685,South,Savings,Mortgage,2023-02-13,321249,0,41125,317502,Current,Current
386,29,84385,North,Credit Card,Credit Card,2018-02-21,125336,0,37958,241388,Current,Current
387,61,32638,East,Loan,Auto Loan,2019-05-01,746402,0,2313,119042,Current,Current
388,41,80718,East,Current,Credit Card,2020-05-10,242439,95,24563,409912,Charged-off,90+
389,52,29436,South,Current,Personal Loan,2017-02-14,499043,0,35468,345399,Current,Current
390,52,180648,East,Loan,Auto Loan,2020-02-23,163393,10,16372,281372,Delinquent,0-30
391,64,146831,South,Loan,Auto Loan,2018-08-30,629722,0,5081,274180,Current,Current
392,60,88049,North,Current,Personal Loan,2021-02-03,521334,0,35081,415589,Current,Current
393,46,97862,East,Savings,Personal Loan,2021-12-26,784067,120,32152,266835,Charged-off,90+
394,33,75397,South,Credit Card,Auto Loan,2019-07-30,498887,50,7238,328114,Delinquent,30-60
395,23,98338,East,Savings,Personal Loan,2019-07-15,209917,0,17555,462145,Current,Current
396,52,78144,North,Credit Card,Auto Loan,2023-03-30,278001,50,11303,445987,Delinquent,30-60
397,53,26688,South,Current,Auto Loan,2024-08-17,149476,10,45805,378974,Delinquent,0-30
398,53,64359,East,Loan,Personal Loan,2019-10-10,609777,0,9302,305298,Current,Current
399,62,98971,North,Current,Credit Card,2018-12-06,399173,70,5457,86151,Charged-off,60-90
400,62,97472,West,Loan,Mortgage,2018-02-09,676444,70,26408,37874,Charged-off,60-90
401,33,198666,West,Current,Mortgage,2025-01-30,341158,70,33205,252584,Charged-off,60-90
402,63,139481,East,Loan,Auto Loan,2021-12-19,108977,120,41292,220896,Charged-off,90+
403,26,187786,North,Credit Card,Personal Loan,2019-05-01,628673,50,44575,480853,Delinquent,30-60
404,24,158282,West,Loan,Personal Loan,2017-04-12,678690,20,13973,163663,Delinquent,0-30
405,58,84563,West,Savings,Mortgage,2018-02-16,310406,0,17390,240596,Current,Current
406,26,56312,West,Credit Card,Mortgage,2017-01-05,377195,35,20674,259171,Delinquent,30-60
407,23,110576,East,Savings,Auto Loan,2021-02-23,473831,0,13457,220029,Current,Current
408,47,116494,West,Loan,Auto Loan,2019-11-20,310890,20,40346,90256,Delinquent,0-30
409,60,25779,West,Savings,Credit Card,2017-06-10,186468,120,41777,479851,Charged-off,90+
410,40,168895,East,Current,Auto Loan,2017-04-18,317135,50,41426,488655,Delinquent,30-60
411,38,73149,West,Savings,Personal Loan,2021-02-03,571059,20,1950,443050,Delinquent,0-30
412,40,157229,South,Current,Credit Card,2023-03-15,143271,0,37689,52636,Current,Current
413,50,127980,West,Current,Mortgage,2021-04-09,470142,35,33954,457711,Delinquent,30-60
414,30,94436,North,Current,Credit Card,2018-07-06,147926,35,47290,244270,Delinquent,30-60
415,43,115168,West,Loan,Auto Loan,2022-06-09,74042,10,3980,220986,Delinquent,0-30
416,23,159322,West,Loan,Personal Loan,2023-08-04,494318,10,6276,464862,Delinquent,0-30
417,29,98167,South,Current,Credit Card,2020-08-13,359311,0,9965,317204,Current,Current
418,39,186916,East,Loan,Auto Loan,2020-10-26,498551,120,7002,265698,Charged-off,90+
419,56,132346,North,Credit Card,Personal Loan,2019-09-12,78525,0,36402,341088,Current,Current
420,60,34367,East,Credit Card,Credit Card,2023-04-21,37876,0,24398,454483,Current,Current
421,47,40976,South,Credit Card,Mortgage,2023-08-20,699311,0,41262,402215,Current,Current
422,62,197554,North,Loan,Auto Loan,2023-12-21,735467,20,23010,300683,Delinquent,0-30
423,48,147328,South,Current,Auto Loan,2017-02-02,28534,0,1898,221779,Current,Current
424,63,155326,West,Credit Card,Mortgage,2021-03-29,507651,0,26845,428599,Current,Current
425,28,98727,West,Current,Personal Loan,2020-09-03,320403,10,29640,402012,Delinquent,0-30
426,62,126749,East,Credit Card,Mortgage,2017-07-09,373242,35,32326,241753,Delinquent,30-60
427,28,114761,South,Savings,Mortgage,2024-08-09,382067,0,21240,436446,Current,Current
428,38,139744,East,Current,Auto Loan,2017-04-07,208047,20,31884,260018,Delinquent,0-30
429,41,64667,North,Current,Auto Loan,2025-03-09,170130,10,8375,159747,Delinquent,0-30
430,33,192663,North,Credit Card,Credit Card,2022-08-21,735346,50,24358,104481,Delinquent,30-60
431,47,108586,West,Current,Auto Loan,2023-04-04,103722,0,27359,152460,Current,Current
432,60,135413,North,Savings,Personal Loan,2023-05-28,333162,50,14418,273952,Delinquent,30-60
433,36,41888,South,Current,Mortgage,2024-05-16,741514,20,2728,275304,Delinquent,0-30
434,60,177504,West,Current,Credit Card,2020-05-13,649004,0,16506,212117,Current,Current
435,29,190168,South,Credit Card,Credit Card,2018-04-26,455198,0,30638,378834,Current,Current
436,47,55361,West,Current,Personal Loan,2024-07-01,116732,35,34395,40919,Delinquent,30-60
437,37,58451,South,Loan,Mortgage,2024-11-21,765832,0,44284,458598,Current,Current
438,23,113228,North,Savings,Auto Loan,2022-04-16,611158,70,32706,328900,Charged-off,60-90
439,24,75499,East,Loan,Personal Loan,2019-01-16,132619,35,48244,395724,Delinquent,30-60
440,60,131426,West,Savings,Auto Loan,2019-04-22,260038,35,31047,91617,Delinquent,30-60
441,21,111963,North,Loan,Credit Card,2020-01-08,672826,35,7141,73969,Delinquent,30-60
442,34,128986,East,Savings,Auto Loan,2024-02-14,110287,95,30935,225910,Charged-off,90+
443,28,92181,South,Loan,Mortgage,2018-11-10,20093,0,49896,105596,Current,Current
444,27,175325,North,Current,Credit Card,2021-02-06,263324,20,39108,283952,Delinquent,0-30
445,50,187676,North,Current,Personal Loan,2017-03-12,765216,50,27241,238635,Delinquent,30-60
446,45,183520,North,Current,Auto Loan,2017-12-23,524046,0,47699,205204,Current,Current
447,59,136662,West,Savings,Credit Card,2018-02-28,730435,10,24602,234133,Delinquent,0-30
448,36,156747,North,Savings,Personal Loan,2018-07-25,287870,0,20878,45519,Current,Current
449,31,117620,North,Current,Credit Card,2019-11-16,202838,10,47972,186490,Delinquent,0-30
450,45,89219,North,Savings,Personal Loan,2017-06-15,762526,0,5151,90881,Current,Current
451,53,189041,West,Loan,Mortgage,2017-12-08,302051,70,41550,76370,Charged-off,60-90
452,41,160544,West,Credit Card,Credit Card,2022-10-26,459363,0,33381,362782,Current,Current
453,30,29556,South,Credit Card,Auto Loan,2018-03-03,657235,10,18241,140121,Delinquent,0-30
454,29,114922,South,Savings,Credit Card,2022-04-02,50356,10,27522,127772,Delinquent,0-30
455,21,37597,South,Savings,Credit Card,2017-06-26,638962,70,17235,343373,Charged-off,60-90
456,54,53241,North,Savings,Credit Card,2024-09-15,717527,35,34909,499331,Delinquent,30-60
457,51,145042,South,Savings,Credit Card,2019-01-28,279607,20,36961,372975,Delinquent,0-30
458,41,40985,West,Loan,Mortgage,2020-01-08,311191,0,18012,342901,Current,Current
459,44,105109,East,Savings,Mortgage,2017-12-18,669663,0,37592,313186,Current,Current
460,39,195810,South,Current,Credit Card,2022-01-23,86967,0,26291,40559,Current,Current
461,41,87461,East,Savings,Personal Loan,2021-09-07,700474,50,37674,490325,Delinquent,30-60
462,45,140347,East,Current,Credit Card,2019-03-15,572806,0,9967,259943,Current,Current
463,40,103988,South,Loan,Personal Loan,2023-03-23,579494,50,17126,138949,Delinquent,30-60
464,46,123305,South,Savings,Auto Loan,2022-07-31,647997,70,14152,334843,Charged-off,60-90
465,27,99236,East,Loan,Mortgage,2018-01-06,69131,10,15835,208217,Delinquent,0-30
466,23,44638,East,Current,Personal Loan,2024-12-12,359835,95,39921,215996,Charged-off,90+
467,60,126958,East,Savings,Auto Loan,2024-12-27,703345,20,45424,37099,Delinquent,0-30
468,28,139170,East,Loan,Auto Loan,2023-07-29,494424,120,25662,82757,Charged-off,90+
469,50,70697,North,Loan,Auto Loan,2021-12-21,354861,50,29844,152045,Delinquent,30-60
470,31,80508,North,Savings,Auto Loan,2017-03-25,755194,0,18466,375127,Current,Current
471,28,164491,West,Savings,Personal Loan,2024-12-18,327538,0,8928,294008,Current,Current
472,57,38375,West,Credit Card,Personal Loan,2017-08-26,791096,95,27620,190171,Charged-off,90+
473,37,117917,North,Loan,Personal Loan,2024-08-06,77566,20,30135,229952,Delinquent,0-30
474,28,179474,East,Loan,Personal Loan,2023-02-12,592200,0,8037,282457,Current,Current
475,64,127664,West,Loan,Credit Card,2017-09-19,255575,50,49389,208029,Delinquent,30-60
476,50,122775,East,Savings,Personal Loan,2023-07-17,204866,70,41933,293196,Charged-off,60-90
477,63,192386,North,Loan,Mortgage,2022-12-08,377723,0,22492,176177,Current,Current
478,63,77824,South,Loan,Personal Loan,2023-06-24,473570,0,39975,499032,Current,Current
479,36,144578,South,Current,Mortgage,2021-03-02,306098,35,34535,166703,Delinquent,30-60
480,24,156034,South,Savings,Credit Card,2023-11-11,395399,50,41550,268636,Delinquent,30-60
481,41,55852,West,Credit Card,Mortgage,2025-01-16,180246,0,41697,182097,Current,Current
482,54,178495,West,Credit Card,Mortgage,2018-02-12,239639,35,48034,59325,Delinquent,30-60
483,60,47657,West,Credit Card,Credit Card,2019-06-03,64485,0,16975,387683,Current,Current
484,55,35714,North,Loan,Personal Loan,2024-03-09,168731,95,6232,384297,Charged-off,90+
485,33,82682,East,Savings,Credit Card,2024-06-11,266582,50,15370,212981,Delinquent,30-60
486,63,81174,South,Credit Card,Personal Loan,2024-10-14,776487,0,34557,198852,Current,Current
487,47,73852,West,Current,Mortgage,2021-07-03,708567,0,13212,154521,Current,Current
488,28,183214,East,Credit Card,Personal Loan,2023-02-17,280922,0,37025,337352,Current,Current
489,61,64181,South,Loan,Personal Loan,2023-08-20,577008,70,47094,108442,Charged-off,60-90
490,62,177436,North,Credit Card,Personal Loan,2023-02-13,265426,95,12813,262730,Charged-off,90+
491,49,154996,East,Loan,Mortgage,2018-05-17,673787,20,4291,472742,Delinquent,0-30
492,36,167981,South,Current,Mortgage,2025-01-22,743737,10,40625,401852,Delinquent,0-30
493,63,167414,South,Current,Personal Loan,2023-03-23,660393,70,23786,281720,Charged-off,60-90
494,25,63495,West,Loan,Auto Loan,2022-07-22,615661,20,46856,166906,Delinquent,0-30
495,57,78472,East,Savings,Auto Loan,2023-10-17,786130,0,10516,376358,Current,Current
496,60,94151,East,Savings,Personal Loan,2021-10-16,766434,20,44466,206235,Delinquent,0-30
497,60,75931,East,Loan,Credit Card,2024-05-08,267907,0,33283,261747,Current,Current
498,62,91827,East,Credit Card,Credit Card,2020-10-19,346897,35,12945,248733,Delinquent,30-60
499,30,154149,South,Savings,Personal Loan,2022-02-22,165838,95,34107,319973,Charged-off,90+
500,35,50254,North,Credit Card,Mortgage,2022-11-03,506129,0,22626,200663,Current,Current
501,41,161852,West,Current,Credit Card,2018-11-04,761222,0,28723,410871,Current,Current
502,54,27552,East,Credit Card,Credit Card,2022-12-12,460561,20,6487,495129,Delinquent,0-30
503,42,115326,West,Current,Personal Loan,2021-10-13,85189,35,21520,143339,Delinquent,30-60
504,42,116097,North,Current,Mortgage,2018-07-28,409030,0,32411,339272,Current,Current
505,29,194256,North,Savings,Personal Loan,2020-05-23,528347,95,27492,167473,Charged-off,90+
506,46,87050,South,Savings,Personal Loan,2022-10-02,188947,0,39487,90208,Current,Current
507,33,98134,South,Loan,Mortgage,2020-07-20,613597,0,16561,435911,Current,Current
508,38,187444,East,Savings,Auto Loan,2022-12-29,275935,35,3047,202520,Delinquent,30-60
509,21,62506,North,Credit Card,Mortgage,2021-08-30,552565,50,34025,415045,Delinquent,30-60
510,43,32286,East,Credit Card,Credit Card,2019-07-31,254629,50,30209,46769,Delinquent,30-60
511,53,162332,South,Current,Credit Card,2021-03-09,480763,10,5962,136301,Delinquent,0-30
512,51,195400,North,Credit Card,Mortgage,2023-07-11,525564,120,6844,329199,Charged-off,90+
513,41,77585,West,Current,Personal Loan,2022-01-14,799823,20,5983,306753,Delinquent,0-30
514,43,98449,West,Credit Card,Auto Loan,2024-01-14,586850,10,37910,446877,Delinquent,0-30
515,36,77225,North,Current,Auto Loan,2022-10-22,506232,50,10911,485410,Delinquent,30-60
516,47,155536,South,Current,Credit Card,2023-12-25,133140,0,2704,218338,Current,Current
517,57,96235,South,Savings,Credit Card,2024-11-09,592356,0,17802,194878,Current,Current
518,58,55054,South,Loan,Mortgage,2018-04-20,785690,70,10353,350362,Charged-off,60-90
519,34,132868,South,Credit Card,Credit Card,2020-12-28,145483,50,23401,207459,Delinquent,30-60
520,57,67998,South,Savings,Auto Loan,2023-05-30,384292,95,7847,177458,Charged-off,90+
521,27,186245,West,Credit Card,Credit Card,2020-03-15,668112,10,49321,63564,Delinquent,0-30
522,32,177174,South,Current,Personal Loan,2018-05-11,480139,0,29741,46453,Current,Current
523,48,53429,North,Current,Personal Loan,2023-01-29,513854,95,20277,30957,Charged-off,90+
524,23,145769,West,Credit Card,Personal Loan,2021-01-12,359140,50,37068,474313,Delinquent,30-60
525,42,183991,North,Loan,Credit Card,2023-07-23,606095,0,44766,340976,Current,Current
526,41,29683,North,Savings,Credit Card,2017-09-23,550606,0,8595,268410,Current,Current
527,49,61920,East,Savings,Credit Card,2020-06-05,382530,70,11039,490223,Charged-off,60-90
528,40,125072,East,Loan,Mortgage,2022-10-16,59786,70,26533,495665,Charged-off,60-90
529,23,35021,North,Loan,Credit Card,2017-12-23,694406,50,8818,446091,Delinquent,30-60
530,47,97813,South,Loan,Credit Card,2020-03-24,437281,20,43699,306756,Delinquent,0-30
531,41,35363,West,Current,Mortgage,2017-04-02,321372,0,16454,223628,Current,Current
532,61,179654,North,Savings,Mortgage,2020-04-03,766385,35,19397,485943,Delinquent,30-60
533,53,90644,West,Loan,Personal Loan,2017-01-12,79404,0,37702,21980,Current,Current
534,50,103568,East,Loan,Auto Loan,2021-03-19,123383,20,41651,118492,Delinquent,0-30
535,59,161031,West,Current,Personal Loan,2019-09-27,788019,0,41986,22256,Current,Current
536,61,192968,East,Loan,Auto Loan,2020-03-13,479189,10,2564,110826,Delinquent,0-30
537,29,146421,East,Credit Card,Auto Loan,2020-10-04,15386,35,37623,58611,Delinquent,30-60
538,58,86579,East,Loan,Personal Loan,2018-05-06,669003,70,39788,151602,Charged-off,60-90
539,43,162836,South,Current,Credit Card,2020-03-24,79397,10,7244,171381,Delinquent,0-30
540,43,197168,North,Current,Personal Loan,2021-04-11,498814,0,47441,277080,Current,Current
541,21,69697,South,Credit Card,Credit Card,2022-12-27,690733,0,5406,52192,Current,Current
542,41,33522,East,Savings,Mortgage,2022-02-14,280704,95,37103,78460,Charged-off,90+
543,52,74348,East,Savings,Auto Loan,2019-10-15,656241,0,9224,403089,Current,Current
544,46,175752,West,Savings,Credit Card,2022-08-26,383098,0,44466,58595,Current,Current
545,53,57232,North,Loan,Auto Loan,2017-02-26,665402,35,38441,392977,Delinquent,30-60
546,29,106315,South,Savings,Auto Loan,2021-11-12,380622,0,9590,64949,Current,Current
547,37,111775,North,Savings,Mortgage,2022-12-23,656111,35,49071,322931,Delinquent,30-60
548,26,74992,West,Credit Card,Credit Card,2022-03-07,107438,50,21471,182944,Delinquent,30-60
549,27,75329,East,Credit Card,Personal Loan,2024-07-19,738384,120,2883,283446,Charged-off,90+
550,27,34135,North,Current,Mortgage,2019-10-20,114384,10,32473,417991,Delinquent,0-30
551,57,167710,East,Credit Card,Credit Card,2021-08-23,151961,0,12310,398248,Current,Current
552,25,177766,North,Current,Personal Loan,2021-07-01,565680,50,37371,399261,Delinquent,30-60
553,53,25851,West,Loan,Credit Card,2018-09-24,206100,50,41358,302054,Delinquent,30-60
554,30,55427,North,Credit Card,Auto Loan,2024-04-18,207380,95,28337,421877,Charged-off,90+
555,37,160672,West,Current,Mortgage,2020-01-12,29889,0,3882,131294,Current,Current
556,60,133247,North,Current,Mortgage,2017-09-25,352255,10,27690,361867,Delinquent,0-30
557,48,104232,East,Current,Personal Loan,2017-05-14,225205,35,38794,97892,Delinquent,30-60
558,42,136320,North,Current,Mortgage,2018-09-08,688447,120,19682,393783,Charged-off,90+
559,41,59489,North,Savings,Credit Card,2019-06-07,34914,50,38901,211912,Delinquent,30-60
560,52,166037,South,Savings,Auto Loan,2020-06-27,134963,120,24546,476879,Charged-off,90+
561,52,74802,West,Credit Card,Credit Card,2022-03-22,380955,70,47889,242285,Charged-off,60-90
562,56,55276,East,Current,Auto Loan,2023-06-06,632103,0,41553,282615,Current,Current
563,51,31477,South,Savings,Personal Loan,2017-10-20,468999,70,19202,309115,Charged-off,60-90
564,26,165625,North,Savings,Personal Loan,2023-02-14,59386,20,41458,392806,Delinquent,0-30
565,41,162044,East,Loan,Mortgage,2021-09-13,771716,0,30823,291761,Current,Current
566,55,42852,North,Savings,Mortgage,2019-11-22,115127,0,39458,183956,Current,Current
567,34,50060,North,Current,Mortgage,2019-06-17,615249,0,21006,338308,Current,Current
568,43,188949,West,Credit Card,Auto Loan,2024-11-22,291458,0,1807,200976,Current,Current
569,62,158424,East,Savings,Personal Loan,2023-04-14,205346,10,47855,455690,Delinquent,0-30
570,44,78430,North,Savings,Personal Loan,2020-07-26,234569,95,2170,217460,Charged-off,90+
571,50,56038,North,Savings,Credit Card,2017-07-23,185090,35,19727,190117,Delinquent,30-60
572,30,77676,East,Savings,Mortgage,2020-04-28,159878,10,47005,154421,Delinquent,0-30
573,25,132554,South,Loan,Auto Loan,2021-04-01,90006,10,45086,171759,Delinquent,0-30
574,62,54066,West,Loan,Auto Loan,2021-02-27,18560,0,46267,105871,Current,Current
575,50,28715,South,Savings,Auto Loan,2017-02-06,645136,50,40177,457766,Delinquent,30-60
576,27,54511,West,Current,Mortgage,2022-10-16,470487,0,12434,233359,Current,Current
577,26,195546,East,Current,Personal Loan,2022-06-23,191947,50,34969,161856,Delinquent,30-60
578,28,89612,North,Loan,Mortgage,2017-11-20,299925,0,10768,428167,Current,Current
579,46,190055,South,Credit Card,Credit Card,2017-07-11,263608,50,26366,209984,Delinquent,30-60
580,38,124035,West,Loan,Mortgage,2020-06-30,714102,50,45406,132988,Delinquent,30-60
581,56,107293,East,Current,Mortgage,2021-01-12,787534,0,9637,178208,Current,Current
582,46,85493,West,Savings,Mortgage,2018-04-07,49357,70,18797,221880,Charged-off,60-90
583,56,187716,East,Credit Card,Mortgage,2023-08-24,393308,0,8364,459209,Current,Current
584,61,113787,South,Savings,Personal Loan,2018-05-25,128708,70,21105,302502,Charged-off,60-90
585,24,37133,East,Savings,Auto Loan,2023-04-26,402013,0,33298,390524,Current,Current
586,33,119060,West,Credit Card,Mortgage,2021-02-24,518710,120,18753,145791,Charged-off,90+
587,44,148525,North,Current,Personal Loan,2021-08-29,562770,10,28993,131005,Delinquent,0-30
588,51,44979,South,Current,Mortgage,2018-07-09,562486,120,38632,459366,Charged-off,90+
589,42,52137,East,Credit Card,Credit Card,2024-12-29,171369,0,5444,495547,Current,Current
590,60,48847,West,Credit Card,Personal Loan,2023-03-03,543937,0,44873,262054,Current,Current
591,38,147286,East,Credit Card,Personal Loan,2024-02-09,687696,10,28288,131589,Delinquent,0-30
592,54,84283,East,Credit Card,Personal Loan,2018-06-30,309216,0,19998,311442,Current,Current
593,43,181350,West,Loan,Credit Card,2020-09-22,667977,95,1207,86883,Charged-off,90+
594,59,126103,South,Current,Mortgage,2020-07-08,230160,35,8679,99160,Delinquent,30-60
595,57,115619,West,Current,Personal Loan,2025-01-03,164588,50,7356,377010,Delinquent,30-60
596,21,182071,East,Savings,Auto Loan,2018-11-16,391427,10,1442,468398,Delinquent,0-30
597,62,71877,North,Savings,Credit Card,2019-03-30,190119,70,19523,67709,Charged-off,60-90
598,40,35259,South,Credit Card,Personal Loan,2022-04-21,417574,10,9969,160012,Delinquent,0-30
599,45,170748,South,Current,Auto Loan,2023-08-17,511718,20,11482,124337,Delinquent,0-30
600,26,53741,North,Credit Card,Auto Loan,2019-09-08,373957,20,29628,325678,Delinquent,0-30
601,50,114480,North,Current,Credit Card,2019-03-30,390123,0,46084,214942,Current,Current
602,40,152874,South,Credit Card,Personal Loan,2024-01-21,48743,70,34050,186394,Charged-off,60-90
